onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
2.149000e+00	1	MoneyCue	2	1	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor23.jpg	animate33.jpg	69.542	3.4106	3
3.149000e+00	4	Anticipation	2	1	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor23.jpg	animate33.jpg	n/a	n/a	3
7.149000e+00	2.5	Image	2	1	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor23.jpg	animate33.jpg	69.827	10.747	3
1.588100e+01	1	MoneyCue	2	2	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor71.jpg	inanimate47.jpg	67.598	0.64742	3
1.688100e+01	2	Anticipation	2	2	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor71.jpg	inanimate47.jpg	n/a	n/a	3
1.888100e+01	2.5	Image	2	2	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor71.jpg	inanimate47.jpg	75.2	-0.11803	3
2.961300e+01	1	MoneyCue	2	3	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor49.jpg	inanimate25.jpg	70.532	3.1886	3
3.061300e+01	6	Anticipation	2	3	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor49.jpg	inanimate25.jpg	n/a	n/a	3
3.662900e+01	2.5	Image	2	3	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor49.jpg	inanimate25.jpg	71.633	6.4978	3
4.536200e+01	1	MoneyCue	2	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor14.jpg	animate27.jpg	73	-0.67427	3
4.637800e+01	2	Anticipation	2	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor14.jpg	animate27.jpg	n/a	n/a	3
4.837800e+01	2.5	Image	2	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor14.jpg	animate27.jpg	78.2	-0.82295	3
5.911000e+01	1	MoneyCue	2	5	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor61.jpg	inanimate37.jpg	72.333	0.84699	1
6.011000e+01	2	Anticipation	2	5	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor61.jpg	inanimate37.jpg	n/a	n/a	1
6.211000e+01	2.5	Image	2	5	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor61.jpg	inanimate37.jpg	71.2	4.9803	1
7.085900e+01	1	MoneyCue	2	6	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor63.jpg	inanimate39.jpg	67.267	-0.44699	3
7.185900e+01	4	Anticipation	2	6	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor63.jpg	inanimate39.jpg	n/a	n/a	3
7.587500e+01	2.5	Image	2	6	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor63.jpg	inanimate39.jpg	69.867	4.3137	3
8.560700e+01	1	MoneyCue	2	7	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor15.jpg	animate28.jpg	63.329	0.88028	3
8.660700e+01	4	Anticipation	2	7	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor15.jpg	animate28.jpg	n/a	n/a	3
9.060700e+01	2.5	Image	2	7	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor15.jpg	animate28.jpg	67.4	7.8623	3
1.013560e+02	1	MoneyCue	2	8	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor67.jpg	inanimate43.jpg	71.533	0.29826	3
1.023720e+02	2	Anticipation	2	8	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor67.jpg	inanimate43.jpg	n/a	n/a	3
1.043720e+02	2.5	Image	2	8	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor67.jpg	inanimate43.jpg	66.479	2.4392	3
1.141040e+02	1	MoneyCue	2	9	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor54.jpg	inanimate30.jpg	62.667	0.15301	2
1.151040e+02	6	Anticipation	2	9	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor54.jpg	inanimate30.jpg	n/a	n/a	2
1.211200e+02	2.5	Image	2	9	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor54.jpg	inanimate30.jpg	71.521	4.6265	2
1.318520e+02	1	MoneyCue	2	10	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor59.jpg	inanimate11.jpg	73.567	1.5383	3
1.328520e+02	6	Anticipation	2	10	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor59.jpg	inanimate11.jpg	n/a	n/a	3
1.388680e+02	2.5	Image	2	10	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor59.jpg	inanimate11.jpg	61.01	10.596	3
1.476010e+02	1	MoneyCue	2	11	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor48.jpg	animate45.jpg	68.6	-1.6	3
1.486170e+02	2	Anticipation	2	11	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor48.jpg	animate45.jpg	n/a	n/a	3
1.506170e+02	2.5	Image	2	11	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor48.jpg	animate45.jpg	66.433	8.6814	3
1.613490e+02	1	MoneyCue	2	12	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor46.jpg	animate43.jpg	73.9	-0.30061	2
1.623490e+02	6	Anticipation	2	12	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor46.jpg	animate43.jpg	n/a	n/a	2
1.683650e+02	2.5	Image	2	12	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor46.jpg	animate43.jpg	69.991	1.5664	2
