onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
2.116000e+00	1	MoneyCue	2	1	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor18.jpg	animate30.jpg	73.358	-1.0255	3
3.116000e+00	6	Anticipation	2	1	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor18.jpg	animate30.jpg	n/a	n/a	3
9.132000e+00	2.5	Image	2	1	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor18.jpg	animate30.jpg	68.833	1.7404	3
1.788100e+01	1	MoneyCue	2	2	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor71.jpg	inanimate47.jpg	67.667	0.31694	3
1.888100e+01	4	Anticipation	2	2	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor71.jpg	inanimate47.jpg	n/a	n/a	3
2.288100e+01	2.5	Image	2	2	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor71.jpg	inanimate47.jpg	63.433	2.247	3
3.361300e+01	1	MoneyCue	2	3	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor47.jpg	animate44.jpg	67.267	0.29071	2
3.461300e+01	6	Anticipation	2	3	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor47.jpg	animate44.jpg	n/a	n/a	2
4.062900e+01	2.5	Image	2	3	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor47.jpg	animate44.jpg	67.917	-1.6216	2
5.036100e+01	1	MoneyCue	2	4	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor54.jpg	inanimate30.jpg	69.733	0.82131	3
5.136100e+01	2	Anticipation	2	4	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor54.jpg	inanimate30.jpg	n/a	n/a	3
5.336100e+01	2.5	Image	2	4	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor54.jpg	inanimate30.jpg	67.533	-2.9104	3
6.209300e+01	1	MoneyCue	2	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor65.jpg	inanimate41.jpg	69.4	0.53294	2
6.309300e+01	2	Anticipation	2	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor65.jpg	inanimate41.jpg	n/a	n/a	2
6.509300e+01	2.5	Image	2	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor65.jpg	inanimate41.jpg	70.533	-1.8776	2
7.380900e+01	1	MoneyCue	2	6	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor61.jpg	inanimate13.jpg	72.7	0.11183	3
7.482500e+01	2	Anticipation	2	6	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor61.jpg	inanimate13.jpg	n/a	n/a	3
7.682500e+01	2.5	Image	2	6	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor61.jpg	inanimate13.jpg	66.589	3.116	3
