onset	duration	type
0.055	1	Scrambled
1.355	1	Scrambled
2.638	1	Scrambled
3.921	1	Scrambled
5.204	1	Scrambled
6.487	1	Scrambled
7.771	1	Scrambled
9.054	1	Scrambled
20.336	1	Objects
21.619	1	Objects
22.902	1	Objects
24.186	1	Objects
25.485	1	Objects
26.769	1	Objects
28.068	1	Objects
29.352	1	Objects
40.634	1	Scenes
41.917	1	Scenes
43.2	1	Scenes
44.483	1	Scenes
45.767	1	Scenes
47.066	1	Scenes
48.35	1	Scenes
49.649	1	Scenes
60.932	1	Scrambled
62.231	1	Scrambled
63.515	1	Scrambled
64.798	1	Scrambled
66.081	1	Scrambled
67.364	1	Scrambled
68.647	1	Scrambled
69.931	1	Scrambled
81.213	1	Objects
82.496	1	Objects
83.779	1	Objects
85.062	1	Objects
86.346	1	Objects
87.645	1	Objects
88.929	1	Objects
90.228	1	Objects
101.511	1	Scenes
102.81	1	Scenes
104.094	1	Scenes
105.377	1	Scenes
106.66	1	Scenes
107.943	1	Scenes
109.226	1	Scenes
110.51	1	Scenes
121.792	1	Scrambled
123.075	1	Scrambled
124.358	1	Scrambled
125.641	1	Scrambled
126.925	1	Scrambled
128.224	1	Scrambled
129.508	1	Scrambled
130.807	1	Scrambled
142.09	1	Objects
143.389	1	Objects
144.673	1	Objects
145.956	1	Objects
147.239	1	Objects
148.522	1	Objects
149.805	1	Objects
151.089	1	Objects
162.371	1	Scenes
163.654	1	Scenes
164.937	1	Scenes
166.22	1	Scenes
167.504	1	Scenes
168.803	1	Scenes
170.087	1	Scenes
171.37	1	Scenes
182.652	1	Scrambled
183.935	1	Scrambled
185.218	1	Scrambled
186.502	1	Scrambled
187.801	1	Scrambled
189.069	1	Scrambled
190.368	1	Scrambled
191.651	1	Scrambled
202.916	1	Objects
204.2	1	Objects
205.483	1	Objects
206.766	1	Objects
208.049	1	Objects
209.332	1	Objects
210.616	1	Objects
211.899	1	Objects
223.181	1	Scenes
224.464	1	Scenes
225.747	1	Scenes
227.031	1	Scenes
228.33	1	Scenes
229.614	1	Scenes
230.913	1	Scenes
232.197	1	Scenes
243.479	1	Scrambled
244.762	1	Scrambled
246.045	1	Scrambled
247.328	1	Scrambled
248.612	1	Scrambled
249.911	1	Scrambled
251.195	1	Scrambled
252.478	1	Scrambled
263.76	1	Objects
265.043	1	Objects
266.326	1	Objects
267.61	1	Objects
268.909	1	Objects
270.193	1	Objects
271.492	1	Objects
272.776	1	Objects
284.058	1	Scenes
285.341	1	Scenes
286.624	1	Scenes
287.907	1	Scenes
289.191	1	Scenes
290.49	1	Scenes
291.774	1	Scenes
293.073	1	Scenes
304.356	1	Scrambled
305.655	1	Scrambled
306.939	1	Scrambled
308.222	1	Scrambled
309.505	1	Scrambled
310.788	1	Scrambled
312.071	1	Scrambled
313.355	1	Scrambled
324.637	1	Objects
325.92	1	Objects
327.203	1	Objects
328.486	1	Objects
329.77	1	Objects
331.069	1	Objects
332.353	1	Objects
333.652	1	Objects
344.935	1	Scenes
346.234	1	Scenes
347.518	1	Scenes
348.801	1	Scenes
350.084	1	Scenes
351.367	1	Scenes
352.65	1	Scenes
353.934	1	Scenes
