onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
2.200000e+00	1	MoneyCue	3	1	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor53.jpg	inanimate5.jpg	63.633	0.49781	1
3.200000e+00	6	Anticipation	3	1	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor53.jpg	inanimate5.jpg	n/a	n/a	1
9.216000e+00	2.5	Image	3	1	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor53.jpg	inanimate5.jpg	65.067	0.93081	1
1.903200e+01	1	MoneyCue	3	2	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor64.jpg	inanimate40.jpg	61.1	-0.3459	1
2.004800e+01	6	Anticipation	3	2	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor64.jpg	inanimate40.jpg	n/a	n/a	1
2.604800e+01	2.5	Image	3	2	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor64.jpg	inanimate40.jpg	62.433	0.0092896	1
3.686300e+01	1	MoneyCue	3	3	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor46.jpg	animate21.jpg	66.5	-0.30328	2
3.786300e+01	6	Anticipation	3	3	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor46.jpg	animate21.jpg	n/a	n/a	2
4.386300e+01	2.5	Image	3	3	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor46.jpg	animate21.jpg	65.2	-0.036066	2
5.267800e+01	1	MoneyCue	3	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor8.jpg	animate24.jpg	63.1	0.85082	2
5.367800e+01	2	Anticipation	3	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor8.jpg	animate24.jpg	n/a	n/a	2
