onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
2.200000e+00	1	MoneyCue	2	1	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor43.jpg	animate20.jpg	62.067	5.0645	2
3.200000e+00	6	Anticipation	2	1	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor43.jpg	animate20.jpg	n/a	n/a	2
9.216000e+00	2.5	Image	2	1	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor43.jpg	animate20.jpg	61.3	2.1262	2
1.801500e+01	1	MoneyCue	2	2	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor59.jpg	inanimate11.jpg	64.967	0.3612	1
1.901500e+01	6	Anticipation	2	2	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor59.jpg	inanimate11.jpg	n/a	n/a	1
2.501500e+01	2.5	Image	2	2	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor59.jpg	inanimate11.jpg	61.35	3.8959	1
3.484700e+01	1	MoneyCue	2	3	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor60.jpg	inanimate36.jpg	61.933	0.68962	1
3.584700e+01	6	Anticipation	2	3	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor60.jpg	inanimate36.jpg	n/a	n/a	1
4.186300e+01	2.5	Image	2	3	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor60.jpg	inanimate36.jpg	60.1	4.1295	1
5.066200e+01	1	MoneyCue	2	4	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor23.jpg	animate33.jpg	62.9	-1.2443	3
5.166200e+01	6	Anticipation	2	4	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor23.jpg	animate33.jpg	n/a	n/a	3
5.766200e+01	2.5	Image	2	4	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor23.jpg	animate33.jpg	61	2.623	3
6.849400e+01	1	MoneyCue	2	5	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor14.jpg	animate27.jpg	62.633	0.038798	2
6.949400e+01	4	Anticipation	2	5	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor14.jpg	animate27.jpg	n/a	n/a	2
7.351000e+01	2.5	Image	2	5	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor14.jpg	animate27.jpg	61.533	2.5814	2
8.330900e+01	1	MoneyCue	2	6	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor72.jpg	inanimate24.jpg	58.933	1.5421	2
8.430900e+01	2	Anticipation	2	6	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor72.jpg	inanimate24.jpg	n/a	n/a	2
8.630900e+01	2.5	Image	2	6	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor72.jpg	inanimate24.jpg	60.2	2.1564	2
9.610800e+01	1	MoneyCue	2	7	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor56.jpg	inanimate32.jpg	64.067	-2.4273	2
9.710800e+01	4	Anticipation	2	7	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor56.jpg	inanimate32.jpg	n/a	n/a	2
1.011080e+02	2.5	Image	2	7	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor56.jpg	inanimate32.jpg	60.133	2.4013	2
1.099230e+02	1	MoneyCue	2	8	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor35.jpg	animate15.jpg	61.877	-1.0412	1
1.109230e+02	4	Anticipation	2	8	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor35.jpg	animate15.jpg	n/a	n/a	1
1.149230e+02	2.5	Image	2	8	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor35.jpg	animate15.jpg	60.933	2.8208	1
1.247390e+02	1	MoneyCue	2	9	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor71.jpg	inanimate47.jpg	63.667	0.15301	2
1.257390e+02	2	Anticipation	2	9	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor71.jpg	inanimate47.jpg	n/a	n/a	2
1.277550e+02	2.5	Image	2	9	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor71.jpg	inanimate47.jpg	61.967	-1.524	2
1.385540e+02	1	MoneyCue	2	10	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor57.jpg	inanimate9.jpg	59.167	2.6694	1
1.395540e+02	2	Anticipation	2	10	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor57.jpg	inanimate9.jpg	n/a	n/a	1
1.415540e+02	2.5	Image	2	10	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor57.jpg	inanimate9.jpg	59.681	14.614	1
1.503530e+02	1	MoneyCue	2	11	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor69.jpg	inanimate21.jpg	65	0.88525	2
1.513530e+02	6	Anticipation	2	11	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor69.jpg	inanimate21.jpg	n/a	n/a	2
1.573690e+02	2.5	Image	2	11	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor69.jpg	inanimate21.jpg	60.56	1.3143	2
1.661680e+02	1	MoneyCue	2	12	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor10.jpg	animate1.jpg	62.006	-0.63717	1
