onset	duration	type
0.056	1	Objects
1.339	1	Objects
2.623	1	Objects
3.922	1	Objects
5.206	1	Objects
6.505	1	Objects
7.789	1	Objects
9.072	1	Objects
20.354	1	Scrambled
21.637	1	Scrambled
22.92	1	Scrambled
24.204	1	Scrambled
25.503	1	Scrambled
26.787	1	Scrambled
28.086	1	Scrambled
29.37	1	Scrambled
40.652	1	Scenes
41.935	1	Scenes
43.218	1	Scenes
44.501	1	Scenes
45.785	1	Scenes
47.084	1	Scenes
48.368	1	Scenes
49.651	1	Scenes
60.933	1	Objects
62.216	1	Objects
63.499	1	Objects
64.783	1	Objects
66.082	1	Objects
67.366	1	Objects
68.649	1	Objects
69.932	1	Objects
81.214	1	Scrambled
82.497	1	Scrambled
83.781	1	Scrambled
85.08	1	Scrambled
86.364	1	Scrambled
87.663	1	Scrambled
88.947	1	Scrambled
90.23	1	Scrambled
101.512	1	Scenes
102.795	1	Scenes
104.078	1	Scenes
105.362	1	Scenes
106.661	1	Scenes
107.945	1	Scenes
109.244	1	Scenes
110.528	1	Scenes
121.81	1	Objects
123.093	1	Objects
124.376	1	Objects
125.659	1	Objects
126.943	1	Objects
128.242	1	Objects
129.526	1	Objects
130.809	1	Objects
142.091	1	Scrambled
143.374	1	Scrambled
144.657	1	Scrambled
145.941	1	Scrambled
147.24	1	Scrambled
148.524	1	Scrambled
149.823	1	Scrambled
151.107	1	Scrambled
162.389	1	Scenes
163.672	1	Scenes
164.955	1	Scenes
166.238	1	Scenes
167.522	1	Scenes
168.821	1	Scenes
170.105	1	Scenes
171.388	1	Scenes
182.67	1	Objects
183.953	1	Objects
185.236	1	Objects
186.52	1	Objects
187.819	1	Objects
189.103	1	Objects
190.402	1	Objects
191.686	1	Objects
202.968	1	Scrambled
204.251	1	Scrambled
205.534	1	Scrambled
206.817	1	Scrambled
208.101	1	Scrambled
209.4	1	Scrambled
210.684	1	Scrambled
211.967	1	Scrambled
223.249	1	Scenes
224.532	1	Scenes
225.815	1	Scenes
227.099	1	Scenes
228.398	1	Scenes
229.682	1	Scenes
230.981	1	Scenes
232.265	1	Scenes
243.547	1	Objects
244.83	1	Objects
246.113	1	Objects
247.396	1	Objects
248.68	1	Objects
249.979	1	Objects
251.263	1	Objects
252.546	1	Objects
263.828	1	Scrambled
265.111	1	Scrambled
266.394	1	Scrambled
267.678	1	Scrambled
268.977	1	Scrambled
270.261	1	Scrambled
271.56	1	Scrambled
272.844	1	Scrambled
284.126	1	Scenes
285.409	1	Scenes
286.692	1	Scenes
287.975	1	Scenes
289.259	1	Scenes
290.558	1	Scenes
291.842	1	Scenes
293.125	1	Scenes
304.407	1	Objects
305.69	1	Objects
306.973	1	Objects
308.257	1	Objects
309.556	1	Objects
310.84	1	Objects
312.139	1	Objects
313.423	1	Objects
324.705	1	Scrambled
325.988	1	Scrambled
327.271	1	Scrambled
328.554	1	Scrambled
329.838	1	Scrambled
331.137	1	Scrambled
332.421	1	Scrambled
333.704	1	Scrambled
344.986	1	Scenes
346.269	1	Scenes
347.552	1	Scenes
348.836	1	Scenes
350.135	1	Scenes
351.419	1	Scenes
352.718	1	Scenes
354.002	1	Scenes
