onset	duration	type
0.054	1	Scenes
1.354	1	Scenes
2.654	1	Scenes
3.953	1	Scenes
5.237	1	Scenes
6.52	1	Scenes
7.803	1	Scenes
9.086	1	Scenes
20.369	1	Objects
21.652	1	Objects
22.935	1	Objects
24.218	1	Objects
25.502	1	Objects
26.785	1	Objects
28.068	1	Objects
29.351	1	Objects
40.634	1	Scrambled
41.917	1	Scrambled
43.2	1	Scrambled
44.483	1	Scrambled
45.767	1	Scrambled
47.05	1	Scrambled
48.333	1	Scrambled
49.616	1	Scrambled
60.899	1	Scenes
62.182	1	Scenes
63.465	1	Scenes
64.748	1	Scenes
66.032	1	Scenes
67.331	1	Scenes
68.615	1	Scenes
69.898	1	Scenes
81.164	1	Objects
82.447	1	Objects
83.73	1	Objects
85.013	1	Objects
86.297	1	Objects
87.596	1	Objects
88.88	1	Objects
90.163	1	Objects
101.429	1	Scrambled
102.728	1	Scrambled
104.012	1	Scrambled
105.295	1	Scrambled
106.578	1	Scrambled
107.861	1	Scrambled
109.145	1	Scrambled
110.444	1	Scrambled
121.727	1	Scenes
123.01	1	Scenes
124.293	1	Scenes
125.577	1	Scenes
126.876	1	Scenes
128.16	1	Scenes
129.443	1	Scenes
130.726	1	Scenes
142.008	1	Objects
143.292	1	Objects
144.575	1	Objects
145.858	1	Objects
147.141	1	Objects
148.425	1	Objects
149.708	1	Objects
150.991	1	Objects
162.273	1	Scrambled
163.557	1	Scrambled
164.84	1	Scrambled
166.123	1	Scrambled
167.406	1	Scrambled
168.69	1	Scrambled
169.989	1	Scrambled
171.273	1	Scrambled
182.555	1	Scenes
183.838	1	Scenes
185.122	1	Scenes
186.421	1	Scenes
187.705	1	Scenes
188.988	1	Scenes
190.271	1	Scenes
191.554	1	Scenes
202.837	1	Objects
204.12	1	Objects
205.403	1	Objects
206.686	1	Objects
207.97	1	Objects
209.269	1	Objects
210.553	1	Objects
211.836	1	Objects
223.102	1	Scrambled
224.385	1	Scrambled
225.668	1	Scrambled
226.951	1	Scrambled
228.235	1	Scrambled
229.534	1	Scrambled
230.818	1	Scrambled
232.101	1	Scrambled
243.367	1	Scenes
244.666	1	Scenes
245.95	1	Scenes
247.233	1	Scenes
248.516	1	Scenes
249.799	1	Scenes
251.083	1	Scenes
252.366	1	Scenes
263.632	1	Objects
264.931	1	Objects
266.215	1	Objects
267.498	1	Objects
268.781	1	Objects
270.064	1	Objects
271.348	1	Objects
272.647	1	Objects
283.93	1	Scrambled
285.213	1	Scrambled
286.496	1	Scrambled
287.78	1	Scrambled
289.079	1	Scrambled
290.363	1	Scrambled
291.646	1	Scrambled
292.929	1	Scrambled
304.211	1	Scenes
305.495	1	Scenes
306.778	1	Scenes
308.061	1	Scenes
309.344	1	Scenes
310.628	1	Scenes
311.927	1	Scenes
313.211	1	Scenes
324.493	1	Objects
325.776	1	Objects
327.06	1	Objects
328.359	1	Objects
329.643	1	Objects
330.926	1	Objects
332.209	1	Objects
333.492	1	Objects
344.775	1	Scrambled
346.058	1	Scrambled
347.341	1	Scrambled
348.624	1	Scrambled
349.908	1	Scrambled
351.208	1	Scrambled
352.507	1	Scrambled
353.791	1	Scrambled
