onset	duration	type
0.052	1	Objects
1.335	1	Objects
2.618	1	Objects
3.902	1	Objects
5.201	1	Objects
6.485	1	Objects
7.768	1	Objects
9.051	1	Objects
20.333	1	Scenes
21.616	1	Scenes
22.9	1	Scenes
24.199	1	Scenes
25.483	1	Scenes
26.782	1	Scenes
28.066	1	Scenes
29.349	1	Scenes
40.631	1	Scrambled
41.914	1	Scrambled
43.197	1	Scrambled
44.481	1	Scrambled
45.78	1	Scrambled
47.064	1	Scrambled
48.347	1	Scrambled
49.63	1	Scrambled
60.912	1	Objects
62.195	1	Objects
63.479	1	Objects
64.778	1	Objects
66.062	1	Objects
67.361	1	Objects
68.645	1	Objects
69.928	1	Objects
81.21	1	Scenes
82.493	1	Scenes
83.776	1	Scenes
85.06	1	Scenes
86.359	1	Scenes
87.643	1	Scenes
88.942	1	Scenes
90.226	1	Scenes
101.508	1	Scrambled
102.791	1	Scrambled
104.074	1	Scrambled
105.357	1	Scrambled
106.641	1	Scrambled
107.94	1	Scrambled
109.224	1	Scrambled
110.507	1	Scrambled
121.789	1	Objects
123.072	1	Objects
124.355	1	Objects
125.639	1	Objects
126.938	1	Objects
128.222	1	Objects
129.505	1	Objects
130.788	1	Objects
142.07	1	Scenes
143.353	1	Scenes
144.637	1	Scenes
145.936	1	Scenes
147.22	1	Scenes
148.519	1	Scenes
149.803	1	Scenes
151.086	1	Scenes
162.368	1	Scrambled
163.651	1	Scrambled
164.934	1	Scrambled
166.218	1	Scrambled
167.517	1	Scrambled
168.801	1	Scrambled
170.084	1	Scrambled
171.367	1	Scrambled
182.649	1	Objects
183.932	1	Objects
185.216	1	Objects
186.515	1	Objects
187.799	1	Objects
189.098	1	Objects
190.382	1	Objects
191.665	1	Objects
202.947	1	Scenes
204.23	1	Scenes
205.513	1	Scenes
206.797	1	Scenes
208.096	1	Scenes
209.38	1	Scenes
210.679	1	Scenes
211.963	1	Scenes
223.245	1	Scrambled
224.528	1	Scrambled
225.811	1	Scrambled
227.094	1	Scrambled
228.378	1	Scrambled
229.677	1	Scrambled
230.961	1	Scrambled
232.244	1	Scrambled
243.526	1	Objects
244.809	1	Objects
246.092	1	Objects
247.376	1	Objects
248.675	1	Objects
249.959	1	Objects
251.258	1	Objects
252.542	1	Objects
263.824	1	Scenes
265.107	1	Scenes
266.39	1	Scenes
267.673	1	Scenes
268.957	1	Scenes
270.256	1	Scenes
271.54	1	Scenes
272.823	1	Scenes
284.105	1	Scrambled
285.388	1	Scrambled
286.671	1	Scrambled
287.955	1	Scrambled
289.254	1	Scrambled
290.538	1	Scrambled
291.837	1	Scrambled
293.121	1	Scrambled
304.403	1	Objects
305.686	1	Objects
306.969	1	Objects
308.252	1	Objects
309.536	1	Objects
310.835	1	Objects
312.119	1	Objects
313.402	1	Objects
324.684	1	Scenes
325.967	1	Scenes
327.25	1	Scenes
328.534	1	Scenes
329.833	1	Scenes
331.117	1	Scenes
332.416	1	Scenes
333.7	1	Scenes
344.982	1	Scrambled
346.265	1	Scrambled
347.548	1	Scrambled
348.831	1	Scrambled
350.115	1	Scrambled
351.414	1	Scrambled
352.698	1	Scrambled
353.981	1	Scrambled
