onset	duration	type
0.054	1	Scrambled
1.337	1	Scrambled
2.62	1	Scrambled
3.904	1	Scrambled
5.203	1	Scrambled
6.487	1	Scrambled
7.786	1	Scrambled
9.07	1	Scrambled
20.352	1	Scenes
21.635	1	Scenes
22.918	1	Scenes
24.201	1	Scenes
25.485	1	Scenes
26.784	1	Scenes
28.068	1	Scenes
29.351	1	Scenes
40.633	1	Objects
41.916	1	Objects
43.199	1	Objects
44.483	1	Objects
45.782	1	Objects
47.066	1	Objects
48.365	1	Objects
49.649	1	Objects
60.931	1	Scrambled
62.214	1	Scrambled
63.497	1	Scrambled
64.78	1	Scrambled
66.064	1	Scrambled
67.363	1	Scrambled
68.647	1	Scrambled
69.93	1	Scrambled
81.212	1	Scenes
82.495	1	Scenes
83.778	1	Scenes
85.062	1	Scenes
86.361	1	Scenes
87.645	1	Scenes
88.944	1	Scenes
90.228	1	Scenes
101.51	1	Objects
102.793	1	Objects
104.076	1	Objects
105.359	1	Objects
106.643	1	Objects
107.942	1	Objects
109.226	1	Objects
110.509	1	Objects
121.791	1	Scrambled
123.074	1	Scrambled
124.357	1	Scrambled
125.641	1	Scrambled
126.94	1	Scrambled
128.224	1	Scrambled
129.523	1	Scrambled
130.807	1	Scrambled
142.089	1	Scenes
143.372	1	Scenes
144.655	1	Scenes
145.938	1	Scenes
147.222	1	Scenes
148.521	1	Scenes
149.805	1	Scenes
151.088	1	Scenes
162.37	1	Objects
163.653	1	Objects
164.936	1	Objects
166.22	1	Objects
167.519	1	Objects
168.803	1	Objects
170.102	1	Objects
171.386	1	Objects
182.668	1	Scrambled
183.951	1	Scrambled
185.234	1	Scrambled
186.517	1	Scrambled
187.801	1	Scrambled
189.1	1	Scrambled
190.384	1	Scrambled
191.667	1	Scrambled
202.949	1	Scenes
204.232	1	Scenes
205.515	1	Scenes
206.799	1	Scenes
208.098	1	Scenes
209.382	1	Scenes
210.681	1	Scenes
211.965	1	Scenes
223.247	1	Objects
224.53	1	Objects
225.813	1	Objects
227.096	1	Objects
228.38	1	Objects
229.679	1	Objects
230.963	1	Objects
232.246	1	Objects
243.528	1	Scrambled
244.811	1	Scrambled
246.094	1	Scrambled
247.378	1	Scrambled
248.677	1	Scrambled
249.961	1	Scrambled
251.26	1	Scrambled
252.544	1	Scrambled
263.826	1	Scenes
265.109	1	Scenes
266.392	1	Scenes
267.675	1	Scenes
268.959	1	Scenes
270.258	1	Scenes
271.542	1	Scenes
272.825	1	Scenes
284.107	1	Objects
285.39	1	Objects
286.673	1	Objects
287.957	1	Objects
289.256	1	Objects
290.54	1	Objects
291.839	1	Objects
293.123	1	Objects
304.405	1	Scrambled
305.688	1	Scrambled
306.971	1	Scrambled
308.254	1	Scrambled
309.538	1	Scrambled
310.837	1	Scrambled
312.121	1	Scrambled
313.42	1	Scrambled
324.703	1	Scenes
326.002	1	Scenes
327.286	1	Scenes
328.569	1	Scenes
329.852	1	Scenes
331.135	1	Scenes
332.419	1	Scenes
333.718	1	Scenes
345	1	Objects
346.284	1	Objects
347.567	1	Objects
348.85	1	Objects
350.133	1	Objects
351.416	1	Objects
352.7	1	Objects
354	1	Objects
