onset	duration	type
0.084	1	Scrambled
1.368	1	Scrambled
2.667	1	Scrambled
3.967	1	Scrambled
5.25	1	Scrambled
6.534	1	Scrambled
7.817	1	Scrambled
9.1	1	Scrambled
20.382	1	Scenes
21.666	1	Scenes
22.965	1	Scenes
24.249	1	Scenes
25.532	1	Scenes
26.815	1	Scenes
28.098	1	Scenes
29.381	1	Scenes
40.664	1	Objects
41.947	1	Objects
43.23	1	Objects
44.513	1	Objects
45.797	1	Objects
47.096	1	Objects
48.38	1	Objects
49.663	1	Objects
60.929	1	Scrambled
62.228	1	Scrambled
63.512	1	Scrambled
64.795	1	Scrambled
66.078	1	Scrambled
67.361	1	Scrambled
68.644	1	Scrambled
69.928	1	Scrambled
81.21	1	Scenes
82.493	1	Scenes
83.776	1	Scenes
85.06	1	Scenes
86.343	1	Scenes
87.626	1	Scenes
88.909	1	Scenes
90.192	1	Scenes
101.475	1	Objects
102.758	1	Objects
104.041	1	Objects
105.324	1	Objects
106.608	1	Objects
107.907	1	Objects
109.191	1	Objects
110.474	1	Objects
121.756	1	Scrambled
123.039	1	Scrambled
124.323	1	Scrambled
125.606	1	Scrambled
126.889	1	Scrambled
128.172	1	Scrambled
129.455	1	Scrambled
130.739	1	Scrambled
142.021	1	Scenes
143.304	1	Scenes
144.587	1	Scenes
145.871	1	Scenes
147.154	1	Scenes
148.437	1	Scenes
149.72	1	Scenes
151.003	1	Scenes
162.286	1	Objects
163.569	1	Objects
164.852	1	Objects
166.135	1	Objects
167.419	1	Objects
168.702	1	Objects
170.002	1	Objects
171.285	1	Objects
182.567	1	Scrambled
183.85	1	Scrambled
185.134	1	Scrambled
186.433	1	Scrambled
187.717	1	Scrambled
189	1	Scrambled
190.283	1	Scrambled
191.566	1	Scrambled
202.849	1	Scenes
204.132	1	Scenes
205.415	1	Scenes
206.698	1	Scenes
207.981	1	Scenes
209.265	1	Scenes
210.565	1	Scenes
211.864	1	Scenes
223.147	1	Objects
224.43	1	Objects
225.713	1	Objects
226.996	1	Objects
228.28	1	Objects
229.579	1	Objects
230.863	1	Objects
232.146	1	Objects
243.428	1	Scrambled
244.711	1	Scrambled
245.995	1	Scrambled
247.294	1	Scrambled
248.578	1	Scrambled
249.861	1	Scrambled
251.144	1	Scrambled
252.427	1	Scrambled
263.71	1	Scenes
265.009	1	Scenes
266.293	1	Scenes
267.576	1	Scenes
268.859	1	Scenes
270.142	1	Scenes
271.426	1	Scenes
272.725	1	Scenes
284.008	1	Objects
285.291	1	Objects
286.574	1	Objects
287.857	1	Objects
289.141	1	Objects
290.44	1	Objects
291.724	1	Objects
293.007	1	Objects
304.289	1	Scrambled
305.572	1	Scrambled
306.872	1	Scrambled
308.155	1	Scrambled
309.439	1	Scrambled
310.722	1	Scrambled
312.005	1	Scrambled
313.288	1	Scrambled
324.571	1	Scenes
325.87	1	Scenes
327.154	1	Scenes
328.437	1	Scenes
329.72	1	Scenes
331.003	1	Scenes
332.287	1	Scenes
333.586	1	Scenes
344.869	1	Objects
346.152	1	Objects
347.435	1	Objects
348.718	1	Objects
350.002	1	Objects
351.301	1	Objects
352.585	1	Objects
353.868	1	Objects
