onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
2.116000e+00	1	MoneyCue	3	1	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor70.jpg	inanimate22.jpg	79	-1.4044	1
3.116000e+00	4	Anticipation	3	1	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor70.jpg	inanimate22.jpg	n/a	n/a	1
7.116000e+00	2.5	Image	3	1	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor70.jpg	inanimate22.jpg	67.648	1.4195	1
1.586500e+01	1	MoneyCue	3	2	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor43.jpg	animate41.jpg	71.5	-0.7623	3
1.686500e+01	6	Anticipation	3	2	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor43.jpg	animate41.jpg	n/a	n/a	3
2.288100e+01	2.5	Image	3	2	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor43.jpg	animate41.jpg	65.267	0.79891	3
3.263000e+01	1	MoneyCue	3	3	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor18.jpg	animate3.jpg	71.2	1.2754	3
3.363000e+01	4	Anticipation	3	3	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor18.jpg	animate3.jpg	n/a	n/a	3
3.763000e+01	2.5	Image	3	3	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor18.jpg	animate3.jpg	65.167	1.735	3
4.737900e+01	1	MoneyCue	3	4	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor8.jpg	animate48.jpg	69.533	-0.04153	2
4.837900e+01	6	Anticipation	3	4	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor8.jpg	animate48.jpg	n/a	n/a	2
5.439500e+01	2.5	Image	3	4	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor8.jpg	animate48.jpg	63.6	1.941	2
6.314400e+01	1	MoneyCue	3	5	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor32.jpg	animate13.jpg	72.111	3.5223	2
6.414400e+01	4	Anticipation	3	5	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor32.jpg	animate13.jpg	n/a	n/a	2
6.816000e+01	2.5	Image	3	5	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor32.jpg	animate13.jpg	78.5	-1.041	2
7.789200e+01	1	MoneyCue	3	6	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor28.jpg	animate10.jpg	71.267	0.70055	2
7.889200e+01	6	Anticipation	3	6	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor28.jpg	animate10.jpg	n/a	n/a	2
8.489200e+01	2.5	Image	3	6	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor28.jpg	animate10.jpg	71.267	-0.74208	2
9.362400e+01	1	MoneyCue	3	7	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor20.jpg	animate5.jpg	67.433	0.64863	3
9.462400e+01	2	Anticipation	3	7	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor20.jpg	animate5.jpg	n/a	n/a	3
9.662400e+01	2.5	Image	3	7	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor20.jpg	animate5.jpg	69.133	5.506	3
1.073730e+02	1	MoneyCue	3	8	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor63.jpg	inanimate39.jpg	74.167	-0.26503	1
1.083730e+02	4	Anticipation	3	8	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor63.jpg	inanimate39.jpg	n/a	n/a	1
1.123730e+02	2.5	Image	3	8	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor63.jpg	inanimate39.jpg	77.133	-0.18251	1
1.221220e+02	1	MoneyCue	3	9	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor69.jpg	inanimate21.jpg	74.967	0.23005	3
1.231220e+02	4	Anticipation	3	9	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor69.jpg	inanimate21.jpg	n/a	n/a	3
1.271380e+02	2.5	Image	3	9	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor69.jpg	inanimate21.jpg	72.267	0.093989	3
1.378700e+02	1	MoneyCue	3	10	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor64.jpg	inanimate40.jpg	76.233	-0.69891	2
1.388700e+02	2	Anticipation	3	10	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor64.jpg	inanimate40.jpg	n/a	n/a	2
1.408700e+02	2.5	Image	3	10	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor64.jpg	inanimate40.jpg	72.933	-0.65464	2
1.496020e+02	1	MoneyCue	3	11	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor13.jpg	animate2.jpg	69.3	0.91311	3
1.506020e+02	6	Anticipation	3	11	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor13.jpg	animate2.jpg	n/a	n/a	3
1.566020e+02	2.5	Image	3	11	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor13.jpg	animate2.jpg	68.3	-1.3328	3
1.653340e+02	1	MoneyCue	3	12	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor68.jpg	inanimate20.jpg	66.3	3.3475	1
1.663340e+02	6	Anticipation	3	12	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor68.jpg	inanimate20.jpg	n/a	n/a	1
