onset	duration	type
0.058	1	Objects
1.375	1	Objects
2.658	1	Objects
3.941	1	Objects
5.225	1	Objects
6.508	1	Objects
7.791	1	Objects
9.074	1	Objects
20.357	1	Scenes
21.656	1	Scenes
22.94	1	Scenes
24.223	1	Scenes
25.506	1	Scenes
26.789	1	Scenes
28.073	1	Scenes
29.372	1	Scenes
40.655	1	Scrambled
41.938	1	Scrambled
43.221	1	Scrambled
44.504	1	Scrambled
45.788	1	Scrambled
47.087	1	Scrambled
48.371	1	Scrambled
49.654	1	Scrambled
60.936	1	Objects
62.219	1	Objects
63.503	1	Objects
64.802	1	Objects
66.086	1	Objects
67.369	1	Objects
68.652	1	Objects
69.935	1	Objects
81.218	1	Scenes
82.517	1	Scenes
83.801	1	Scenes
85.084	1	Scenes
86.367	1	Scenes
87.65	1	Scenes
88.934	1	Scenes
90.233	1	Scenes
101.516	1	Scrambled
102.799	1	Scrambled
104.082	1	Scrambled
105.365	1	Scrambled
106.649	1	Scrambled
107.948	1	Scrambled
109.232	1	Scrambled
110.515	1	Scrambled
121.797	1	Objects
123.08	1	Objects
124.364	1	Objects
125.663	1	Objects
126.947	1	Objects
128.23	1	Objects
129.513	1	Objects
130.796	1	Objects
142.079	1	Scenes
143.378	1	Scenes
144.662	1	Scenes
145.945	1	Scenes
147.228	1	Scenes
148.511	1	Scenes
149.795	1	Scenes
151.094	1	Scenes
162.377	1	Scrambled
163.66	1	Scrambled
164.943	1	Scrambled
166.226	1	Scrambled
167.51	1	Scrambled
168.809	1	Scrambled
170.093	1	Scrambled
171.376	1	Scrambled
182.658	1	Objects
183.941	1	Objects
185.225	1	Objects
186.524	1	Objects
187.808	1	Objects
189.091	1	Objects
190.374	1	Objects
191.657	1	Objects
202.94	1	Scenes
204.239	1	Scenes
205.523	1	Scenes
206.806	1	Scenes
208.089	1	Scenes
209.372	1	Scenes
210.655	1	Scenes
211.939	1	Scenes
223.221	1	Scrambled
224.504	1	Scrambled
225.787	1	Scrambled
227.071	1	Scrambled
228.354	1	Scrambled
229.637	1	Scrambled
230.92	1	Scrambled
232.203	1	Scrambled
243.486	1	Objects
244.769	1	Objects
246.052	1	Objects
247.335	1	Objects
248.619	1	Objects
249.902	1	Objects
251.185	1	Objects
252.468	1	Objects
263.751	1	Scenes
265.05	1	Scenes
266.334	1	Scenes
267.617	1	Scenes
268.9	1	Scenes
270.183	1	Scenes
271.467	1	Scenes
272.766	1	Scenes
284.049	1	Scrambled
285.332	1	Scrambled
286.615	1	Scrambled
287.898	1	Scrambled
289.181	1	Scrambled
290.465	1	Scrambled
291.748	1	Scrambled
293.031	1	Scrambled
304.313	1	Objects
305.597	1	Objects
306.88	1	Objects
308.163	1	Objects
309.446	1	Objects
310.729	1	Objects
312.013	1	Objects
313.296	1	Objects
324.562	1	Scenes
325.861	1	Scenes
327.145	1	Scenes
328.428	1	Scenes
329.711	1	Scenes
330.994	1	Scenes
332.277	1	Scenes
333.561	1	Scenes
344.843	1	Scrambled
346.126	1	Scrambled
347.409	1	Scrambled
348.693	1	Scrambled
349.976	1	Scrambled
351.259	1	Scrambled
352.542	1	Scrambled
353.825	1	Scrambled
