onset	duration	type
0.091	1	Objects
1.408	1	Objects
2.708	1	Objects
4.008	1	Objects
5.308	1	Objects
6.608	1	Objects
7.924	1	Objects
9.224	1	Objects
20.506	1	Scrambled
21.806	1	Scrambled
23.106	1	Scrambled
24.406	1	Scrambled
25.706	1	Scrambled
27.006	1	Scrambled
28.306	1	Scrambled
29.622	1	Scrambled
40.904	1	Scenes
42.204	1	Scenes
43.504	1	Scenes
44.804	1	Scenes
46.104	1	Scenes
47.404	1	Scenes
48.704	1	Scenes
50.02	1	Scenes
61.302	1	Objects
62.602	1	Objects
63.902	1	Objects
65.202	1	Objects
66.502	1	Objects
67.802	1	Objects
69.102	1	Objects
70.402	1	Objects
81.7	1	Scrambled
83	1	Scrambled
84.3	1	Scrambled
85.6	1	Scrambled
86.9	1	Scrambled
88.2	1	Scrambled
89.5	1	Scrambled
90.8	1	Scrambled
102.082	1	Scenes
103.382	1	Scenes
104.682	1	Scenes
105.982	1	Scenes
107.298	1	Scenes
108.598	1	Scenes
109.898	1	Scenes
111.198	1	Scenes
122.48	1	Objects
123.78	1	Objects
125.08	1	Objects
126.38	1	Objects
127.68	1	Objects
128.996	1	Objects
130.296	1	Objects
131.596	1	Objects
142.878	1	Scrambled
144.178	1	Scrambled
145.478	1	Scrambled
146.778	1	Scrambled
148.078	1	Scrambled
149.378	1	Scrambled
150.694	1	Scrambled
151.994	1	Scrambled
163.276	1	Scenes
164.576	1	Scenes
165.876	1	Scenes
167.176	1	Scenes
168.476	1	Scenes
169.776	1	Scenes
171.092	1	Scenes
172.392	1	Scenes
183.674	1	Objects
184.974	1	Objects
186.274	1	Objects
187.574	1	Objects
188.874	1	Objects
190.174	1	Objects
191.474	1	Objects
192.773	1	Objects
204.056	1	Scrambled
205.356	1	Scrambled
206.656	1	Scrambled
207.972	1	Scrambled
209.272	1	Scrambled
210.572	1	Scrambled
211.872	1	Scrambled
213.172	1	Scrambled
224.47	1	Scenes
225.77	1	Scenes
227.07	1	Scenes
228.37	1	Scenes
229.67	1	Scenes
230.97	1	Scenes
232.27	1	Scenes
233.57	1	Scenes
244.852	1	Objects
246.152	1	Objects
247.452	1	Objects
248.752	1	Objects
250.068	1	Objects
251.368	1	Objects
252.668	1	Objects
253.968	1	Objects
265.25	1	Scrambled
266.55	1	Scrambled
267.85	1	Scrambled
269.15	1	Scrambled
270.45	1	Scrambled
271.766	1	Scrambled
273.066	1	Scrambled
274.366	1	Scrambled
285.648	1	Scenes
286.948	1	Scenes
288.248	1	Scenes
289.548	1	Scenes
290.848	1	Scenes
292.148	1	Scenes
293.464	1	Scenes
294.764	1	Scenes
306.046	1	Objects
307.346	1	Objects
308.646	1	Objects
309.946	1	Objects
311.246	1	Objects
312.546	1	Objects
313.862	1	Objects
315.162	1	Objects
326.444	1	Scrambled
327.744	1	Scrambled
329.044	1	Scrambled
330.344	1	Scrambled
331.644	1	Scrambled
332.944	1	Scrambled
334.244	1	Scrambled
335.56	1	Scrambled
346.842	1	Scenes
348.142	1	Scenes
349.442	1	Scenes
350.742	1	Scenes
352.042	1	Scenes
353.342	1	Scenes
354.642	1	Scenes
355.942	1	Scenes
