onset	duration	type
0.055	1	Objects
1.355	1	Objects
2.638	1	Objects
3.921	1	Objects
5.204	1	Objects
6.488	1	Objects
7.771	1	Objects
9.054	1	Objects
20.336	1	Scrambled
21.619	1	Scrambled
22.903	1	Scrambled
24.202	1	Scrambled
25.486	1	Scrambled
26.785	1	Scrambled
28.069	1	Scrambled
29.352	1	Scrambled
40.634	1	Scenes
41.917	1	Scenes
43.2	1	Scenes
44.484	1	Scenes
45.783	1	Scenes
47.067	1	Scenes
48.35	1	Scenes
49.633	1	Scenes
60.915	1	Objects
62.198	1	Objects
63.482	1	Objects
64.781	1	Objects
66.065	1	Objects
67.364	1	Objects
68.648	1	Objects
69.931	1	Objects
81.213	1	Scrambled
82.496	1	Scrambled
83.779	1	Scrambled
85.063	1	Scrambled
86.362	1	Scrambled
87.646	1	Scrambled
88.945	1	Scrambled
90.229	1	Scrambled
101.511	1	Scenes
102.794	1	Scenes
104.077	1	Scenes
105.36	1	Scenes
106.644	1	Scenes
107.943	1	Scenes
109.227	1	Scenes
110.51	1	Scenes
121.792	1	Objects
123.075	1	Objects
124.358	1	Objects
125.642	1	Objects
126.941	1	Objects
128.225	1	Objects
129.524	1	Objects
130.808	1	Objects
142.09	1	Scrambled
143.373	1	Scrambled
144.656	1	Scrambled
145.939	1	Scrambled
147.223	1	Scrambled
148.522	1	Scrambled
149.806	1	Scrambled
151.089	1	Scrambled
162.371	1	Scenes
163.654	1	Scenes
164.937	1	Scenes
166.221	1	Scenes
167.52	1	Scenes
168.804	1	Scenes
170.087	1	Scenes
171.37	1	Scenes
182.652	1	Objects
183.935	1	Objects
185.219	1	Objects
186.518	1	Objects
187.802	1	Objects
189.101	1	Objects
190.385	1	Objects
191.668	1	Objects
202.951	1	Scrambled
204.25	1	Scrambled
205.533	1	Scrambled
206.816	1	Scrambled
208.099	1	Scrambled
209.383	1	Scrambled
210.682	1	Scrambled
211.966	1	Scrambled
223.248	1	Scenes
224.531	1	Scenes
225.814	1	Scenes
227.097	1	Scenes
228.381	1	Scenes
229.68	1	Scenes
230.964	1	Scenes
232.247	1	Scenes
243.529	1	Objects
244.812	1	Objects
246.095	1	Objects
247.379	1	Objects
248.678	1	Objects
249.962	1	Objects
251.261	1	Objects
252.545	1	Objects
263.827	1	Scrambled
265.11	1	Scrambled
266.393	1	Scrambled
267.676	1	Scrambled
268.96	1	Scrambled
270.259	1	Scrambled
271.543	1	Scrambled
272.826	1	Scrambled
284.108	1	Scenes
285.391	1	Scenes
286.674	1	Scenes
287.958	1	Scenes
289.257	1	Scenes
290.541	1	Scenes
291.84	1	Scenes
293.124	1	Scenes
304.406	1	Objects
305.689	1	Objects
306.972	1	Objects
308.255	1	Objects
309.539	1	Objects
310.838	1	Objects
312.122	1	Objects
313.405	1	Objects
324.687	1	Scrambled
325.97	1	Scrambled
327.253	1	Scrambled
328.537	1	Scrambled
329.836	1	Scrambled
331.12	1	Scrambled
332.419	1	Scrambled
333.703	1	Scrambled
344.985	1	Scenes
346.268	1	Scenes
347.551	1	Scenes
348.834	1	Scenes
350.118	1	Scenes
351.417	1	Scenes
352.701	1	Scenes
353.984	1	Scenes
