onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
2.133000e+00	1	MoneyCue	3	1	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor56.jpg	inanimate8.jpg	66.2	-1.4459	3
3.133000e+00	6	Anticipation	3	1	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor56.jpg	inanimate8.jpg	n/a	n/a	3
9.149000e+00	2.5	Image	3	1	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor56.jpg	inanimate8.jpg	69.133	1.4568	3
1.888100e+01	1	MoneyCue	3	2	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor20.jpg	animate5.jpg	63.433	0.072521	3
1.988100e+01	4	Anticipation	3	2	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor20.jpg	animate5.jpg	n/a	n/a	3
2.388100e+01	2.5	Image	3	2	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor20.jpg	animate5.jpg	66.9	2.3541	3
3.361300e+01	1	MoneyCue	3	3	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor58.jpg	inanimate10.jpg	65.18	-1.0652	3
3.461300e+01	2	Anticipation	3	3	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor58.jpg	inanimate10.jpg	n/a	n/a	3
3.661300e+01	2.5	Image	3	3	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor58.jpg	inanimate10.jpg	64.133	8.7683	3
4.736200e+01	1	MoneyCue	3	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor56.jpg	inanimate32.jpg	64.4	6.7148	2
4.836200e+01	6	Anticipation	3	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor56.jpg	inanimate32.jpg	n/a	n/a	2
5.437800e+01	2.5	Image	3	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor56.jpg	inanimate32.jpg	75.4	-0.48197	2
6.411000e+01	1	MoneyCue	3	5	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor19.jpg	animate31.jpg	61.8	-4.0295	3
6.511000e+01	4	Anticipation	3	5	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor19.jpg	animate31.jpg	n/a	n/a	3
6.912600e+01	2.5	Image	3	5	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor19.jpg	animate31.jpg	66.967	2.0661	3
7.785900e+01	1	MoneyCue	3	6	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor31.jpg	animate38.jpg	61.8	-0.76721	3
7.887500e+01	6	Anticipation	3	6	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor31.jpg	animate38.jpg	n/a	n/a	3
8.489100e+01	2.5	Image	3	6	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor31.jpg	animate38.jpg	65.9	0.47705	3
9.362300e+01	1	MoneyCue	3	7	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor5.jpg	animate22.jpg	60.9	-0.82181	3
9.462300e+01	4	Anticipation	3	7	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor5.jpg	animate22.jpg	n/a	n/a	3
9.862300e+01	2.5	Image	3	7	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor5.jpg	animate22.jpg	57.582	8.9753	3
1.083550e+02	1	MoneyCue	3	8	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor36.jpg	animate16.jpg	60	1.7541	3
1.093550e+02	2	Anticipation	3	8	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor36.jpg	animate16.jpg	n/a	n/a	3
1.113550e+02	2.5	Image	3	8	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor36.jpg	animate16.jpg	59.333	9.1585	3
1.210870e+02	1	MoneyCue	3	9	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor7.jpg	animate47.jpg	59.143	0.92291	3
1.220870e+02	4	Anticipation	3	9	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor7.jpg	animate47.jpg	n/a	n/a	3
1.260870e+02	2.5	Image	3	9	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor7.jpg	animate47.jpg	63.767	-1.4716	3
1.358360e+02	1	MoneyCue	3	10	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor50.jpg	inanimate2.jpg	60.533	0.26812	3
1.368520e+02	4	Anticipation	3	10	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor50.jpg	inanimate2.jpg	n/a	n/a	3
1.408520e+02	2.5	Image	3	10	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor50.jpg	inanimate2.jpg	66.933	1.9191	3
1.496010e+02	1	MoneyCue	3	11	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor46.jpg	animate21.jpg	57.067	-2.0995	3
