onset	duration	type
0.066	1	Scenes
1.349	1	Scenes
2.633	1	Scenes
3.932	1	Scenes
5.216	1	Scenes
6.515	1	Scenes
7.799	1	Scenes
9.082	1	Scenes
20.364	1	Scrambled
21.647	1	Scrambled
22.93	1	Scrambled
24.214	1	Scrambled
25.513	1	Scrambled
26.797	1	Scrambled
28.096	1	Scrambled
29.38	1	Scrambled
40.662	1	Objects
41.945	1	Objects
43.228	1	Objects
44.511	1	Objects
45.795	1	Objects
47.094	1	Objects
48.378	1	Objects
49.661	1	Objects
60.943	1	Scenes
62.226	1	Scenes
63.509	1	Scenes
64.793	1	Scenes
66.092	1	Scenes
67.376	1	Scenes
68.675	1	Scenes
69.959	1	Scenes
81.241	1	Scrambled
82.524	1	Scrambled
83.807	1	Scrambled
85.09	1	Scrambled
86.374	1	Scrambled
87.673	1	Scrambled
88.957	1	Scrambled
90.24	1	Scrambled
101.522	1	Objects
102.805	1	Objects
104.088	1	Objects
105.372	1	Objects
106.671	1	Objects
107.955	1	Objects
109.254	1	Objects
110.538	1	Objects
121.82	1	Scenes
123.103	1	Scenes
124.386	1	Scenes
125.669	1	Scenes
126.953	1	Scenes
128.252	1	Scenes
129.536	1	Scenes
130.819	1	Scenes
142.101	1	Scrambled
143.384	1	Scrambled
144.667	1	Scrambled
145.951	1	Scrambled
147.25	1	Scrambled
148.534	1	Scrambled
149.817	1	Scrambled
151.1	1	Scrambled
162.382	1	Objects
163.665	1	Objects
164.949	1	Objects
166.248	1	Objects
167.532	1	Objects
168.831	1	Objects
170.115	1	Objects
171.398	1	Objects
182.68	1	Scenes
183.963	1	Scenes
185.246	1	Scenes
186.53	1	Scenes
187.829	1	Scenes
189.113	1	Scenes
190.396	1	Scenes
191.679	1	Scenes
202.961	1	Scrambled
204.244	1	Scrambled
205.528	1	Scrambled
206.827	1	Scrambled
208.111	1	Scrambled
209.41	1	Scrambled
210.694	1	Scrambled
211.977	1	Scrambled
223.259	1	Objects
224.542	1	Objects
225.825	1	Objects
227.109	1	Objects
228.408	1	Objects
229.692	1	Objects
230.991	1	Objects
232.275	1	Objects
243.557	1	Scenes
244.84	1	Scenes
246.123	1	Scenes
247.406	1	Scenes
248.69	1	Scenes
249.989	1	Scenes
251.273	1	Scenes
252.556	1	Scenes
263.838	1	Scrambled
265.121	1	Scrambled
266.404	1	Scrambled
267.688	1	Scrambled
268.987	1	Scrambled
270.271	1	Scrambled
271.57	1	Scrambled
272.854	1	Scrambled
284.136	1	Objects
285.419	1	Objects
286.702	1	Objects
287.985	1	Objects
289.269	1	Objects
290.568	1	Objects
291.852	1	Objects
293.135	1	Objects
304.417	1	Scenes
305.7	1	Scenes
306.983	1	Scenes
308.267	1	Scenes
309.566	1	Scenes
310.85	1	Scenes
312.149	1	Scenes
313.433	1	Scenes
324.715	1	Scrambled
325.998	1	Scrambled
327.281	1	Scrambled
328.564	1	Scrambled
329.848	1	Scrambled
331.147	1	Scrambled
332.431	1	Scrambled
333.714	1	Scrambled
344.996	1	Objects
346.279	1	Objects
347.562	1	Objects
348.846	1	Objects
350.145	1	Objects
351.429	1	Objects
352.728	1	Objects
354.012	1	Objects
