onset	duration	type
0.097	1	Objects
1.397	1	Objects
2.697	1	Objects
3.997	1	Objects
5.313	1	Objects
6.597	1	Objects
7.897	1	Objects
9.197	1	Objects
20.495	1	Scrambled
21.795	1	Scrambled
23.095	1	Scrambled
24.395	1	Scrambled
25.695	1	Scrambled
26.995	1	Scrambled
28.311	1	Scrambled
29.611	1	Scrambled
40.893	1	Scenes
42.193	1	Scenes
43.493	1	Scenes
44.777	1	Scenes
46.093	1	Scenes
47.392	1	Scenes
48.692	1	Scenes
49.992	1	Scenes
61.274	1	Objects
62.558	1	Objects
63.858	1	Objects
65.158	1	Objects
66.458	1	Objects
67.774	1	Objects
69.074	1	Objects
70.374	1	Objects
81.672	1	Scrambled
82.956	1	Scrambled
84.272	1	Scrambled
85.572	1	Scrambled
86.872	1	Scrambled
88.172	1	Scrambled
89.472	1	Scrambled
90.788	1	Scrambled
102.07	1	Scenes
103.354	1	Scenes
104.67	1	Scenes
105.97	1	Scenes
107.27	1	Scenes
108.57	1	Scenes
109.886	1	Scenes
111.186	1	Scenes
122.468	1	Objects
123.768	1	Objects
125.068	1	Objects
126.368	1	Objects
127.668	1	Objects
128.984	1	Objects
130.268	1	Objects
131.584	1	Objects
142.866	1	Scrambled
144.166	1	Scrambled
145.466	1	Scrambled
146.766	1	Scrambled
148.082	1	Scrambled
149.382	1	Scrambled
150.682	1	Scrambled
151.982	1	Scrambled
163.264	1	Scenes
164.564	1	Scenes
165.864	1	Scenes
167.164	1	Scenes
168.48	1	Scenes
169.78	1	Scenes
171.08	1	Scenes
172.38	1	Scenes
183.662	1	Objects
184.962	1	Objects
186.262	1	Objects
187.562	1	Objects
188.862	1	Objects
190.178	1	Objects
191.478	1	Objects
192.778	1	Objects
204.077	1	Scrambled
205.393	1	Scrambled
206.693	1	Scrambled
207.993	1	Scrambled
209.293	1	Scrambled
210.609	1	Scrambled
211.893	1	Scrambled
213.209	1	Scrambled
224.491	1	Scenes
225.791	1	Scenes
227.091	1	Scenes
228.391	1	Scenes
229.691	1	Scenes
231.007	1	Scenes
232.307	1	Scenes
233.607	1	Scenes
244.889	1	Objects
246.189	1	Objects
247.489	1	Objects
248.788	1	Objects
250.072	1	Objects
251.372	1	Objects
252.688	1	Objects
253.988	1	Objects
265.27	1	Scrambled
266.57	1	Scrambled
267.87	1	Scrambled
269.17	1	Scrambled
270.47	1	Scrambled
271.786	1	Scrambled
273.086	1	Scrambled
274.369	1	Scrambled
285.651	1	Scenes
286.951	1	Scenes
288.251	1	Scenes
289.551	1	Scenes
290.851	1	Scenes
292.151	1	Scenes
293.451	1	Scenes
294.767	1	Scenes
306.049	1	Objects
307.333	1	Objects
308.633	1	Objects
309.933	1	Objects
311.249	1	Objects
312.549	1	Objects
313.833	1	Objects
315.132	1	Objects
326.414	1	Scrambled
327.714	1	Scrambled
329.014	1	Scrambled
330.33	1	Scrambled
331.63	1	Scrambled
332.93	1	Scrambled
334.23	1	Scrambled
335.53	1	Scrambled
346.828	1	Scenes
348.112	1	Scenes
349.428	1	Scenes
350.712	1	Scenes
352.028	1	Scenes
353.328	1	Scenes
354.628	1	Scenes
355.927	1	Scenes
