onset	duration	type
0.058	1	Scenes
1.341	1	Scenes
2.625	1	Scenes
3.908	1	Scenes
5.191	1	Scenes
6.474	1	Scenes
7.757	1	Scenes
9.041	1	Scenes
20.323	1	Objects
21.606	1	Objects
22.889	1	Objects
24.173	1	Objects
25.472	1	Objects
26.756	1	Objects
28.039	1	Objects
29.322	1	Objects
40.604	1	Scrambled
41.888	1	Scrambled
43.187	1	Scrambled
44.471	1	Scrambled
45.754	1	Scrambled
47.037	1	Scrambled
48.32	1	Scrambled
49.603	1	Scrambled
60.886	1	Scenes
62.169	1	Scenes
63.452	1	Scenes
64.735	1	Scenes
66.019	1	Scenes
67.302	1	Scenes
68.585	1	Scenes
69.868	1	Scenes
81.151	1	Objects
82.45	1	Objects
83.734	1	Objects
85.017	1	Objects
86.3	1	Objects
87.583	1	Objects
88.866	1	Objects
90.15	1	Objects
101.432	1	Scrambled
102.715	1	Scrambled
103.999	1	Scrambled
105.298	1	Scrambled
106.582	1	Scrambled
107.881	1	Scrambled
109.149	1	Scrambled
110.448	1	Scrambled
121.713	1	Scenes
122.997	1	Scenes
124.28	1	Scenes
125.563	1	Scenes
126.846	1	Scenes
128.13	1	Scenes
129.429	1	Scenes
130.713	1	Scenes
142.012	1	Objects
143.311	1	Objects
144.595	1	Objects
145.878	1	Objects
147.161	1	Objects
148.444	1	Objects
149.727	1	Objects
151.011	1	Objects
162.293	1	Scrambled
163.576	1	Scrambled
164.859	1	Scrambled
166.143	1	Scrambled
167.426	1	Scrambled
168.709	1	Scrambled
169.992	1	Scrambled
171.275	1	Scrambled
182.558	1	Scenes
183.841	1	Scenes
185.124	1	Scenes
186.407	1	Scenes
187.691	1	Scenes
188.974	1	Scenes
190.257	1	Scenes
191.54	1	Scenes
202.823	1	Objects
204.122	1	Objects
205.406	1	Objects
206.689	1	Objects
207.972	1	Objects
209.255	1	Objects
210.538	1	Objects
211.822	1	Objects
223.104	1	Scrambled
224.387	1	Scrambled
225.67	1	Scrambled
226.954	1	Scrambled
228.237	1	Scrambled
229.52	1	Scrambled
230.803	1	Scrambled
232.086	1	Scrambled
243.369	1	Scenes
244.652	1	Scenes
245.935	1	Scenes
247.218	1	Scenes
248.502	1	Scenes
249.785	1	Scenes
251.068	1	Scenes
252.351	1	Scenes
263.634	1	Objects
264.933	1	Objects
266.217	1	Objects
267.5	1	Objects
268.783	1	Objects
270.066	1	Objects
271.349	1	Objects
272.633	1	Objects
283.915	1	Scrambled
285.198	1	Scrambled
286.481	1	Scrambled
287.765	1	Scrambled
289.064	1	Scrambled
290.348	1	Scrambled
291.631	1	Scrambled
292.914	1	Scrambled
304.196	1	Scenes
305.48	1	Scenes
306.763	1	Scenes
308.046	1	Scenes
309.329	1	Scenes
310.612	1	Scenes
311.896	1	Scenes
313.179	1	Scenes
324.445	1	Objects
325.744	1	Objects
327.028	1	Objects
328.311	1	Objects
329.594	1	Objects
330.877	1	Objects
332.16	1	Objects
333.444	1	Objects
344.726	1	Scrambled
346.009	1	Scrambled
347.292	1	Scrambled
348.576	1	Scrambled
349.859	1	Scrambled
351.142	1	Scrambled
352.425	1	Scrambled
353.708	1	Scrambled
