onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
2.167000e+00	1	MoneyCue	1	1	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor49.jpg	inanimate25.jpg	43	0.65574	1
3.167000e+00	2	Anticipation	1	1	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor49.jpg	inanimate25.jpg	n/a	n/a	1
5.167000e+00	2.5	Image	1	1	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor49.jpg	inanimate25.jpg	49	1.6787	1
1.488300e+01	1	MoneyCue	1	2	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor71.jpg	inanimate23.jpg	50.267	-0.51257	1
1.589900e+01	4	Anticipation	1	2	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor71.jpg	inanimate23.jpg	n/a	n/a	1
1.991500e+01	2.5	Image	1	2	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor71.jpg	inanimate23.jpg	47.4	4.2557	1
2.963100e+01	1	MoneyCue	1	3	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor56.jpg	inanimate32.jpg	45.033	n/a	1
3.063100e+01	6	Anticipation	1	3	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor56.jpg	inanimate32.jpg	n/a	n/a	1
3.664700e+01	2.5	Image	1	3	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor56.jpg	inanimate32.jpg	48.733	-0.35628	1
4.539600e+01	1	MoneyCue	1	4	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor55.jpg	inanimate7.jpg	49.367	1.6175	2
4.641200e+01	4	Anticipation	1	4	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor55.jpg	inanimate7.jpg	n/a	n/a	2
5.041200e+01	2.5	Image	1	4	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor55.jpg	inanimate7.jpg	49.7	-0.34313	2
5.914400e+01	1	MoneyCue	1	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor68.jpg	inanimate44.jpg	51.033	2.0978	3
6.014400e+01	2	Anticipation	1	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor68.jpg	inanimate44.jpg	n/a	n/a	3
6.214400e+01	2.5	Image	1	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor68.jpg	inanimate44.jpg	50.033	-0.93497	3
7.086000e+01	1	MoneyCue	1	6	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor24.jpg	animate7.jpg	48.3	-0.20164	2
