onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
2.117000e+00	1	MoneyCue	3	1	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor50.jpg	inanimate2.jpg	53.298	4.6272	1
3.117000e+00	2	Anticipation	3	1	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor50.jpg	inanimate2.jpg	n/a	n/a	1
5.133000e+00	2.5	Image	3	1	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor50.jpg	inanimate2.jpg	56.282	5.8884	1
1.388200e+01	1	MoneyCue	3	2	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor40.jpg	animate18.jpg	62.9	-1.6067	3
1.488200e+01	4	Anticipation	3	2	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor40.jpg	animate18.jpg	n/a	n/a	3
1.888200e+01	2.5	Image	3	2	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor40.jpg	animate18.jpg	54.901	1.261	3
2.861400e+01	1	MoneyCue	3	3	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor63.jpg	inanimate15.jpg	59.552	0.38257	1
2.961400e+01	4	Anticipation	3	3	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor63.jpg	inanimate15.jpg	n/a	n/a	1
3.363000e+01	2.5	Image	3	3	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor63.jpg	inanimate15.jpg	47	-0.29372	1
4.436200e+01	1	MoneyCue	3	4	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor18.jpg	animate30.jpg	42.796	-0.29097	3
4.536200e+01	2	Anticipation	3	4	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor18.jpg	animate30.jpg	n/a	n/a	3
4.736200e+01	2.5	Image	3	4	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor18.jpg	animate30.jpg	46.53	0.18803	3
5.809400e+01	1	MoneyCue	3	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor22.jpg	animate6.jpg	n/a	n/a	3
5.909400e+01	4	Anticipation	3	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor22.jpg	animate6.jpg	n/a	n/a	3
6.311000e+01	2.5	Image	3	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor22.jpg	animate6.jpg	40.995	8.2438	3
7.282600e+01	1	MoneyCue	3	6	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor24.jpg	animate34.jpg	39.83	-0.2298	3
7.382600e+01	2	Anticipation	3	6	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor24.jpg	animate34.jpg	n/a	n/a	3
7.584200e+01	2.5	Image	3	6	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor24.jpg	animate34.jpg	40.857	8.5966	3
8.655800e+01	1	MoneyCue	3	7	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor5.jpg	animate46.jpg	43.044	-0.14078	2
8.755800e+01	6	Anticipation	3	7	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor5.jpg	animate46.jpg	n/a	n/a	2
9.357400e+01	2.5	Image	3	7	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor5.jpg	animate46.jpg	55.765	10.83	2
1.023230e+02	1	MoneyCue	3	8	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor62.jpg	inanimate14.jpg	63.031	0.60777	3
1.033230e+02	4	Anticipation	3	8	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor62.jpg	inanimate14.jpg	n/a	n/a	3
1.073390e+02	2.5	Image	3	8	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor62.jpg	inanimate14.jpg	67.379	-0.090712	3
1.170710e+02	1	MoneyCue	3	9	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor66.jpg	inanimate18.jpg	62.662	0.17514	1
1.180710e+02	2	Anticipation	3	9	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor66.jpg	inanimate18.jpg	n/a	n/a	1
1.200710e+02	2.5	Image	3	9	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor66.jpg	inanimate18.jpg	60.333	2.0601	1
1.298200e+02	1	MoneyCue	3	10	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor20.jpg	animate5.jpg	54.353	6.0565	1
1.308200e+02	2	Anticipation	3	10	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor20.jpg	animate5.jpg	n/a	n/a	1
1.328360e+02	2.5	Image	3	10	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor20.jpg	animate5.jpg	57.333	-1.8353	1
1.435680e+02	1	MoneyCue	3	11	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor60.jpg	inanimate36.jpg	45.592	-1.4312	3
1.445680e+02	6	Anticipation	3	11	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor60.jpg	inanimate36.jpg	n/a	n/a	3
1.505840e+02	2.5	Image	3	11	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor60.jpg	inanimate36.jpg	38.018	16.475	3
1.603330e+02	1	MoneyCue	3	12	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor49.jpg	inanimate1.jpg	42.281	-0.13122	1
1.613330e+02	6	Anticipation	3	12	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor49.jpg	inanimate1.jpg	n/a	n/a	1
1.673490e+02	2.5	Image	3	12	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor49.jpg	inanimate1.jpg	45.533	6.7434	1
1.780810e+02	1	MoneyCue	3	13	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor53.jpg	inanimate5.jpg	45.845	3.6768	1
1.790810e+02	6	Anticipation	3	13	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor53.jpg	inanimate5.jpg	n/a	n/a	1
1.850970e+02	2.5	Image	3	13	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor53.jpg	inanimate5.jpg	40.085	7.8658	1
1.938300e+02	1	MoneyCue	3	14	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor14.jpg	animate27.jpg	63.516	1.943	1
1.948460e+02	2	Anticipation	3	14	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor14.jpg	animate27.jpg	n/a	n/a	1
1.968460e+02	2.5	Image	3	14	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor14.jpg	animate27.jpg	67.144	2.0359	1
2.065780e+02	1	MoneyCue	3	15	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor37.jpg	animate39.jpg	62.774	1.9922	3
2.075780e+02	6	Anticipation	3	15	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor37.jpg	animate39.jpg	n/a	n/a	3
2.135940e+02	2.5	Image	3	15	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor37.jpg	animate39.jpg	53.32	3.1887	3
2.233260e+02	1	MoneyCue	3	16	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor50.jpg	inanimate26.jpg	64.457	0.35609	1
2.243260e+02	4	Anticipation	3	16	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor50.jpg	inanimate26.jpg	n/a	n/a	1
2.283260e+02	2.5	Image	3	16	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor50.jpg	inanimate26.jpg	55.948	-2.1105	1
