onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
2.200000e+00	1	MoneyCue	4	1	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor23.jpg	animate33.jpg	74.467	6.1071	3
3.200000e+00	2	Anticipation	4	1	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor23.jpg	animate33.jpg	n/a	n/a	3
5.216000e+00	2.5	Image	4	1	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor23.jpg	animate33.jpg	81.683	0.71011	3
1.604900e+01	1	MoneyCue	4	2	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor71.jpg	inanimate47.jpg	80.533	-2.2956	2
1.706500e+01	2	Anticipation	4	2	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor71.jpg	inanimate47.jpg	n/a	n/a	2
1.906500e+01	2.5	Image	4	2	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor71.jpg	inanimate47.jpg	79.633	-1.2235	2
2.988100e+01	1	MoneyCue	4	3	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor71.jpg	inanimate23.jpg	73.7	1.4475	3
3.088100e+01	2	Anticipation	4	3	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor71.jpg	inanimate23.jpg	n/a	n/a	3
3.289700e+01	2.5	Image	4	3	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor71.jpg	inanimate23.jpg	74.767	-0.4388	3
4.271300e+01	1	MoneyCue	4	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor69.jpg	inanimate45.jpg	80.633	-0.63333	3
4.371300e+01	4	Anticipation	4	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor69.jpg	inanimate45.jpg	n/a	n/a	3
4.771300e+01	2.5	Image	4	4	AROUSING	REMSCENE	REMOBJECT	1	1	RR	outdoor69.jpg	inanimate45.jpg	68.124	6.0112	3
5.756200e+01	1	MoneyCue	4	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor51.jpg	inanimate3.jpg	83.383	-1.6866	3
5.856200e+01	4	Anticipation	4	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor51.jpg	inanimate3.jpg	n/a	n/a	3
6.257800e+01	2.5	Image	4	5	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor51.jpg	inanimate3.jpg	67.367	7.8628	3
7.241000e+01	1	MoneyCue	4	6	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor44.jpg	animate42.jpg	76.467	0.41858	3
7.341000e+01	4	Anticipation	4	6	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor44.jpg	animate42.jpg	n/a	n/a	3
7.741000e+01	2.5	Image	4	6	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor44.jpg	animate42.jpg	68.567	0.72842	3
8.824200e+01	1	MoneyCue	4	7	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor20.jpg	animate5.jpg	67.7	-2.782	2
8.924200e+01	2	Anticipation	4	7	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor20.jpg	animate5.jpg	n/a	n/a	2
9.124200e+01	2.5	Image	4	7	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor20.jpg	animate5.jpg	67.679	8.0176	2
1.000580e+02	1	MoneyCue	4	8	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor22.jpg	animate6.jpg	66.333	-3.2186	3
1.010580e+02	6	Anticipation	4	8	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor22.jpg	animate6.jpg	n/a	n/a	3
1.070580e+02	2.5	Image	4	8	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor22.jpg	animate6.jpg	66.6	6.2852	3
1.159070e+02	1	MoneyCue	4	9	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor59.jpg	inanimate35.jpg	83.024	-0.72916	3
1.169070e+02	2	Anticipation	4	9	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor59.jpg	inanimate35.jpg	n/a	n/a	3
1.189070e+02	2.5	Image	4	9	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor59.jpg	inanimate35.jpg	78.133	1.7467	3
1.297560e+02	1	MoneyCue	4	10	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor50.jpg	inanimate26.jpg	76.633	-1.5007	2
1.307560e+02	6	Anticipation	4	10	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor50.jpg	inanimate26.jpg	n/a	n/a	2
1.367720e+02	2.5	Image	4	10	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor50.jpg	inanimate26.jpg	61.2	11.193	2
1.456210e+02	1	MoneyCue	4	11	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor56.jpg	inanimate8.jpg	73.367	0.99399	3
1.466210e+02	6	Anticipation	4	11	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor56.jpg	inanimate8.jpg	n/a	n/a	3
1.526370e+02	2.5	Image	4	11	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor56.jpg	inanimate8.jpg	78.233	-0.053005	3
1.614360e+02	1	MoneyCue	4	12	AROUSING	REMSCENE	REMOBJECT	1	1	RR	indoor33.jpg	animate14.jpg	69.8	4.8721	3
