onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
2.167000e+00	1	MoneyCue	1	1	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor54.jpg	inanimate30.jpg	64.767	5.6923	2
3.183000e+00	2	Anticipation	1	1	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor54.jpg	inanimate30.jpg	n/a	n/a	2
5.183000e+00	2.5	Image	1	1	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor54.jpg	inanimate30.jpg	76.4	-0.86022	2
1.489900e+01	1	MoneyCue	1	2	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor43.jpg	animate20.jpg	73.833	-1.0464	1
1.591500e+01	2	Anticipation	1	2	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor43.jpg	animate20.jpg	n/a	n/a	1
1.791500e+01	2.5	Image	1	2	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor43.jpg	animate20.jpg	65.2	4.0459	1
2.863000e+01	1	MoneyCue	1	3	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor59.jpg	inanimate11.jpg	66.067	-0.11767	2
2.963000e+01	2	Anticipation	1	3	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor59.jpg	inanimate11.jpg	n/a	n/a	2
3.163000e+01	2.5	Image	1	3	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor59.jpg	inanimate11.jpg	64.1	4.2067	2
4.136200e+01	1	MoneyCue	1	4	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor67.jpg	inanimate43.jpg	66	-1.7377	2
4.236200e+01	4	Anticipation	1	4	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor67.jpg	inanimate43.jpg	n/a	n/a	2
4.636200e+01	2.5	Image	1	4	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	outdoor67.jpg	inanimate43.jpg	63.733	1.0699	2
5.607800e+01	1	MoneyCue	1	5	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor24.jpg	animate7.jpg	57.167	-0.64208	3
5.709400e+01	6	Anticipation	1	5	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor24.jpg	animate7.jpg	n/a	n/a	3
6.311000e+01	2.5	Image	1	5	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor24.jpg	animate7.jpg	61.1	7.9295	3
7.184200e+01	1	MoneyCue	1	6	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor19.jpg	animate4.jpg	60.242	3.692	2
7.284200e+01	2	Anticipation	1	6	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor19.jpg	animate4.jpg	n/a	n/a	2
